client_id,variation,error_count
2544329,test,0
2544481,test,2
2544619,control,0
2544704,test,0
2544781,control,0
2544793,test,2
2545034,test,2
2545205,control,0
2545346,test,1
2545371,control,1
2545515,test,0
2545621,control,0
2545668,control,0
2546096,test,0
2546247,control,0
2547334,test,4
2547675,test,2
2547733,control,2
2547961,test,0
2547974,test,0
2547981,test,4
2548388,test,0
2548477,test,8
2549008,test,0
2549128,control,6
2549185,test,5
2549206,control,0
2549650,test,0
2549698,control,5
2549857,test,0
2549932,test,0
2550027,control,0
2550059,test,1
2550100,control,0
2550129,test,2
2550200,control,3
2550598,control,2
2551175,control,0
2551192,control,16
2551318,control,11
2551375,test,0
2551555,test,2
2551671,test,3
2551688,test,0
2551891,test,1
2552287,control,1
2552297,control,1
2552663,control,0
2552887,control,6
2553137,control,0
2553168,control,1
2553353,control,0
2553718,test,7
2553741,test,15
2553998,control,1
2554820,control,3
2554918,test,3
2554940,test,7
2555138,control,2
2555200,control,0
2555492,control,0
2555657,test,2
2555803,control,0
2556006,test,0
2556258,control,0
2556428,test,2
2556751,test,0
2556887,control,0
2557009,control,0
2557122,test,0
2557654,control,0
2558031,control,0
2558453,test,4
2558586,test,0
2558937,control,0
2559205,test,0
2559245,test,7
2559250,test,0
2559536,test,2
2559643,control,2
2559930,control,0
2560230,test,3
2560272,test,6
2560331,control,0
2560349,test,1
2560413,test,2
2560592,test,1
2560691,test,0
2560718,control,0
2560783,test,0
2561114,control,0
2561603,control,0
2561640,test,7
2561749,test,1
2561809,test,0
2561883,test,6
2561916,control,3
2562213,test,3
2562491,test,5
2562836,test,6
2562899,control,4
2563119,control,0
2563475,test,0
2563727,control,0
2563749,control,1
2563831,test,10
2564246,control,5
2564522,control,1
2564709,control,1
2565373,control,4
2565627,test,29
2565679,test,0
2565963,test,0
2566361,control,0
2566413,control,0
2566429,test,0
2566430,control,0
2566517,control,0
2566649,test,2
2566668,test,0
2566678,test,0
2567135,test,0
2567155,test,1
2567267,test,0
2567360,test,0
2567369,test,4
2567834,control,1
2567857,control,0
2568142,test,0
2568361,test,4
2568488,control,1
2568580,test,1
2568838,test,12
2569255,test,0
2569271,control,0
2570257,control,3
2570342,control,0
2570380,control,2
2571101,test,1
2571659,test,0
2571853,test,1
2571936,control,0
2571952,control,0
2571980,control,6
2572041,control,1
2572100,test,0
2572316,test,0
2573038,control,0
2573092,test,0
2573204,control,1
2573479,test,0
2573606,test,2
2573760,test,0
2573774,control,5
2573953,test,0
2574005,test,0
2574463,test,2
2574803,control,0
2575201,test,0
2575333,test,0
2575418,control,0
2575421,control,0
2575477,test,4
2575645,control,0
2575869,control,3
2575906,test,1
2576241,control,0
2576314,test,2
2576489,test,5
2576610,control,8
2576852,test,0
2577121,control,2
2577284,test,0
2577355,control,6
2577435,control,2
2577458,control,0
2577696,test,0
2577697,test,1
2578044,control,0
2578113,test,5
2578270,control,2
2578361,control,0
2578419,test,3
2578492,test,3
2578871,control,0
2579174,test,0
2579363,test,0
2579616,test,0
2579694,test,1
2579748,test,3
2579776,test,0
2580139,test,0
2580200,control,0
2580270,test,0
2580545,test,0
2580603,control,3
2580817,test,4
2581142,test,4
2581399,control,0
2581786,control,0
2581969,control,1
2582298,control,0
2582611,test,0
2582689,control,2
2582853,test,1
2583298,test,0
2583349,control,1
2583622,test,0
2583871,control,1
2584029,test,2
2584059,control,1
2584131,test,6
2584275,control,0
2584295,test,0
2584387,test,5
2584464,control,0
2584570,control,0
2584734,control,0
2584867,test,1
2585001,test,0
2585138,test,1
2585397,test,1
2585555,control,0
2585770,control,0
2586304,control,0
2586578,test,0
2586690,test,11
2586741,control,0
2587087,control,0
2587590,test,7
2588087,control,1
2588255,control,0
2588535,test,0
2588637,test,0
2589232,test,1
2589483,control,1
2589507,control,0
2590254,test,1
2590485,test,2
2590512,control,0
2590530,test,0
2590779,control,2
2591463,control,1
2591793,test,3
2592191,test,0
2592273,control,4
2592502,control,2
2592527,test,3
2592885,test,5
2593251,control,0
2593346,test,0
2593397,test,11
2593399,test,0
2593516,control,0
2593577,control,19
2593741,test,0
2594063,test,8
2594508,test,0
2594534,test,0
2594560,test,2
2594614,test,3
2594659,control,0
2594883,test,0
2595098,control,2
2595115,control,0
2595560,control,0
2595947,test,0
2596077,test,0
2596274,test,3
2596526,test,0
2596734,control,0
2597191,test,0
2597394,test,0
2597661,test,4
2597744,control,0
2597998,control,2
2598263,test,0
2598411,control,0
2598437,test,0
2599021,test,0
2599050,test,8
2599060,test,0
2599844,control,0
2599976,control,0
2599987,control,2
2600074,control,0
2600462,test,2
2600705,control,0
2600734,test,2
2600988,control,16
2601019,control,8
2601028,control,5
2601202,control,0
2601296,test,9
2601341,test,0
2601570,test,0
2601807,test,0
2601868,test,0
2602009,test,2
2602185,control,0
2602692,control,0
2603190,control,6
2603199,test,0
2603643,control,9
2603992,control,2
2604064,control,2
2604445,control,0
2604544,control,0
2604894,test,0
2605179,control,8
2605357,test,0
2605545,control,9
2605871,test,0
2605995,test,1
2606054,test,0
2606074,control,2
2606116,control,1
2606324,control,0
2606655,control,3
2606853,control,1
2606861,control,0
2606880,test,2
2606925,test,4
2607017,test,1
2607391,control,0
2607463,test,1
2607491,test,3
2607843,test,1
2607873,control,4
2608015,test,0
2608135,test,4
2608155,test,2
2608649,test,0
2608963,test,0
2609275,control,4
2609315,test,0
2609515,test,0
2609599,control,0
2609648,test,0
2609757,control,1
2609914,test,1
2610145,control,1
2610198,control,2
2610417,control,0
2610631,test,17
2610919,control,4
2611104,test,4
2611292,control,0
2611324,test,0
2611548,control,3
2611614,control,5
2612292,test,0
2612320,test,2
2612667,test,0
2612784,test,2
2612792,test,0
2612801,test,0
2612987,test,15
2613481,test,12
2613840,control,0
2614146,control,0
2614184,test,0
2614271,test,4
2614394,test,7
2614752,test,3
2614999,control,2
2615052,test,0
2615082,test,1
2615146,control,1
2615297,control,2
2615381,control,0
2615550,test,6
2615801,test,0
2615994,test,0
2616515,control,5
2616521,control,12
2616524,test,3
2616663,test,1
2616722,control,0
2616790,test,0
2617114,control,4
2617793,test,2
2618189,test,0
2618496,control,0
2618987,test,0
2619000,control,2
2619189,test,0
2619274,control,1
2619480,control,2
2619494,control,0
2619562,control,0
2619690,control,6
2620242,control,3
2620402,test,0
2620479,test,2
2620510,control,0
2620961,test,0
2621063,control,0
2621114,test,0
2621516,control,0
2621902,test,0
2621982,control,0
2622312,control,0
2622340,test,0
2622480,test,2
2622567,control,3
2622714,control,0
2622956,test,4
2623075,control,2
2623148,control,1
2623233,control,0
2623324,control,0
2623414,control,10
2623518,test,0
2623927,control,0
2624205,control,0
2624239,control,2
2624301,test,0
2624345,test,0
2624491,test,1
2625271,control,7
2625620,control,1
2625933,control,0
2626001,control,3
2626187,test,3
2626569,test,3
2626703,test,0
2627144,test,0
2627413,test,2
2628332,test,0
2628355,control,2
2628505,test,0
2628742,test,2
2628857,test,0
2628956,test,2
2629010,control,2
2629116,control,0
2629185,test,2
2629232,test,1
2629473,control,2
2629614,test,0
2629733,control,0
2629856,control,0
2629882,test,2
2630172,test,0
2630731,control,2
2630914,test,0
2631084,control,4
2631095,control,0
2631511,test,0
2631724,control,0
2631761,test,0
2632330,control,1
2632937,test,0
2633282,test,6
2633455,test,0
2633568,control,2
2634035,control,1
2634149,test,0
2634263,test,0
2634295,control,2
2634487,test,1
2634677,control,0
2634727,control,2
2634756,control,0
2634860,test,1
2636116,test,3
2636198,control,0
2636270,control,0
2636290,test,11
2636385,test,1
2636543,control,9
2636615,test,2
2637045,test,8
2637047,test,0
2637292,control,0
2637557,test,2
2637815,test,0
2637845,test,0
2638214,control,6
2638234,control,2
2638326,control,0
2638464,test,0
2638520,control,5
2638797,test,0
2638887,test,0
2639289,control,0
2639555,control,3
2639557,control,0
2639664,test,0
2639740,control,2
2639770,control,1
2639882,test,4
2640267,test,0
2640314,test,2
2640361,control,0
2641098,control,0
2641426,control,7
2642188,control,0
2642278,test,9
2642558,control,2
2642906,test,0
2643269,test,4
2643562,test,0
2643833,control,7
2644129,test,0
2644266,test,0
2644380,control,5
2644510,test,0
2644621,control,1
2644661,control,0
2645335,control,1
2645428,control,0
2645531,control,0
2645926,control,4
2645953,control,2
2645990,test,0
2646807,test,6
2646813,control,2
2646824,control,0
2646971,test,1
2647193,test,0
2647562,test,0
2647605,test,2
2647853,test,0
2648130,test,1
2648176,test,8
2648419,control,6
2648618,test,3
2648727,control,6
2649126,control,9
2649354,control,2
2649374,test,0
2649382,test,2
2649386,test,0
2650217,control,4
2650327,control,0
2650434,test,0
2650979,control,8
2650986,control,2
2651141,test,0
2651167,test,0
2651306,test,8
2651390,test,7
2651501,control,0
2651590,test,1
2651828,test,29
2652105,control,0
2652554,control,1
2652663,control,2
2652744,test,0
2652985,test,0
2653016,control,2
2653125,control,0
2653146,test,2
2653167,test,10
2653269,test,0
2653282,test,8
2653428,test,13
2654002,control,4
2654414,test,0
2654776,control,0
2654796,control,1
2654807,control,1
2654891,control,0
2654965,test,0
2655032,test,3
2655180,control,1
2655375,test,2
2655879,control,5
2656053,control,0
2656252,test,0
2656602,control,2
2656955,test,2
2657038,control,0
2657062,control,1
2657386,control,2
2657642,test,0
2657876,test,3
2657900,control,1
2658149,test,0
2658770,test,3
2658940,test,0
2658964,control,0
2659072,test,1
2659094,test,0
2659237,control,0
2659289,control,0
2659593,test,0
2659958,control,11
2659991,control,0
2660120,control,1
2660140,control,5
2660247,control,3
2660545,control,5
2660768,control,2
2660822,test,3
2660839,test,0
2660945,test,0
2661043,test,0
2661111,control,0
2661574,control,4
2661758,control,3
2662280,test,0
2662438,control,0
2662611,test,0
2662902,test,0
2663002,control,0
2663347,control,0
2663352,test,1
2663355,test,4
2663673,test,0
2663697,control,0
2663775,control,5
2664244,control,0
2664922,control,3
2665020,control,4
2665162,control,0
2665926,control,1
2665992,control,3
2666016,control,0
2666114,control,2
2666398,control,0
2666411,test,0
2666616,test,0
2666629,test,0
2667117,control,4
2667297,control,17
2667434,control,7
2667499,test,0
2667527,test,3
2667550,test,0
2668008,control,0
2668062,control,2
2668148,control,3
2668250,test,1
2668652,test,0
2668666,test,4
2669177,control,0
2669526,test,2
2669712,control,0
2669917,test,0
2670166,test,0
2670183,control,4
2670282,test,0
2671124,test,1
2671221,control,0
2671231,control,0
2671459,test,0
2671678,control,2
2671815,control,1
2671924,test,9
2671926,test,0
2671983,control,0
2672446,test,1
2672504,control,2
2672778,test,0
2672962,test,0
2673006,test,0
2673051,test,2
2673316,test,0
2673440,control,2
2673699,control,0
2673789,test,0
2674184,test,0
2674649,control,6
2674901,control,0
2675136,control,3
2675470,test,2
2675631,control,3
2676107,test,8
2676477,test,0
2676574,control,10
2677300,control,3
2677391,test,0
2677410,test,0
2677821,control,1
2677902,test,0
2677984,test,0
2678115,control,2
2678430,test,1
2678474,test,7
2678591,control,2
2678642,test,0
2678732,control,0
2678849,control,6
2678865,control,0
2679453,control,1
2679854,control,3
2679859,test,2
2679961,control,0
2680137,control,0
2680334,test,0
2680464,control,0
2680542,test,11
2680639,test,1
2680710,test,0
2680768,test,0
2680789,test,0
2681013,test,12
2681090,control,6
2681216,test,0
2681354,control,19
2681612,control,0
2681771,test,2
2681891,control,0
2681968,test,0
2682046,control,0
2682091,control,5
2682870,test,0
2682989,test,1
2683014,control,1
2683226,control,4
2683336,control,0
2683656,test,1
2683922,test,0
2683949,test,0
2684004,control,4
2684020,test,4
2684049,test,7
2684169,test,1
2684246,control,0
2685095,test,1
2685475,test,5
2685663,test,3
2685804,control,0
2685910,test,2
2686029,control,4
2686458,test,0
2686544,control,0
2686581,test,0
2686820,control,0
2686877,control,3
2687012,control,4
2687189,test,0
2687251,test,4
2687712,test,1
2688057,control,0
2688470,control,5
2688516,test,0
2688576,control,4
2689307,test,0
2689442,control,0
2689588,test,2
2689677,test,0
2689878,test,1
2689880,test,0
2690825,control,9
2691102,control,0
2691313,test,8
2691460,test,3
2691632,test,1
2692109,control,0
2692143,test,0
2692181,test,0
2692189,control,1
2692249,test,0
2692743,test,0
2692859,control,4
2692947,control,0
2693022,test,2
2693087,test,0
2693433,test,2
2693746,control,2
2693752,test,2
2694302,control,1
2694334,test,3
2694432,test,1
2694857,control,6
2694902,control,2
2695351,test,0
2695578,test,3
2695688,control,8
2696301,test,0
2696779,test,1
2697037,test,0
2697914,control,2
2698101,test,23
2698218,test,0
2698239,test,8
2698324,control,2
2698538,test,5
2698849,control,3
2699963,test,0
2700087,test,4
2700111,test,4
2700187,control,0
2700367,test,0
2700516,control,0
2701022,control,0
2701538,control,2
2702463,test,2
2702504,test,0
2703317,test,0
2703469,test,0
2703662,test,6
2704676,test,15
2704747,control,0
2704884,control,0
2705941,test,0
2706171,test,3
2706190,control,3
2706512,control,0
2706662,control,0
2706793,test,3
2706854,test,1
2707225,control,0
2707257,control,0
2707817,test,1
2707834,test,0
2708001,control,0
2708318,test,0
2708604,test,6
2708685,control,6
2708707,control,0
2708760,control,0
2708787,test,8
2709011,test,9
2709119,control,0
2709237,test,6
2709282,test,0
2709351,test,0
2709693,control,1
2709822,control,0
2709963,test,0
2710107,control,2
2710360,control,0
2710557,test,15
2710593,test,2
2710916,control,0
2711017,test,2
2711126,control,1
2711563,test,3
2711657,control,0
2711775,test,0
2711885,test,9
2711899,test,2
2711963,test,1
2711987,control,0
2712083,control,0
2712440,control,0
2712496,control,0
2712519,control,3
2713154,control,0
2713472,control,0
2713833,test,2
2714285,control,1
2714519,test,0
2714618,test,1
2714772,control,2
2714848,control,1
2714922,control,0
2714945,control,5
2715028,test,5
2715416,control,2
2715671,test,0
2715696,control,2
2715707,control,4
2716041,control,0
2716977,test,4
2717233,test,0
2717283,test,0
2717408,test,2
2717499,test,0
2717623,test,0
2717723,control,2
2717764,test,1
2717799,control,1
2718368,control,2
2718542,test,0
2718859,test,4
2719237,test,3
2719667,test,1
2719803,control,0
2719973,test,0
2720367,control,0
2720755,control,3
2721185,test,4
2721873,test,0
2721980,test,7
2722104,control,0
2722728,test,6
2722729,test,1
2722950,control,0
2723013,control,1
2723277,test,0
2723667,control,7
2723801,control,2
2724633,control,0
2725090,test,5
2725506,test,0
2725562,control,0
2725837,control,0
2725900,control,1
2726231,control,0
2726407,control,0
2726591,test,0
2726724,control,0
2727344,test,2
2727403,control,0
2727697,control,5
2727788,test,0
2727819,test,2
2728127,test,1
2728663,test,0
2729240,test,0
2729855,control,0
2730048,test,0
2730316,control,1
2730414,test,4
2731088,control,0
2731499,control,6
2731841,test,2
2732545,test,2
2732841,control,0
2733173,test,0
2733202,control,0
2733370,test,0
2733707,control,0
2733721,control,0
2733998,test,12
2734031,test,2
2734032,test,5
2734118,test,0
2734119,test,0
2734296,test,4
2734383,control,0
2734496,test,0
2735156,test,0
2735247,control,0
2735258,test,1
2735332,test,1
2735464,control,0
2735478,control,0
2735502,test,1
2735635,test,3
2735984,control,0
2736143,control,0
2736219,test,1
2736294,test,2
2736584,test,7
2737360,test,0
2737577,test,0
2737884,test,2
2738051,control,2
2738233,test,2
2738404,test,0
2738481,test,1
2738595,control,4
2738677,test,0
2739005,test,10
2739169,test,2
2740069,test,2
2740227,control,1
2740285,test,1
2740441,control,0
2740721,test,0
2741439,test,0
2741618,test,7
2741861,control,0
2742781,test,0
2742926,test,9
2743053,test,2
2743618,control,1
2743662,test,2
2743914,control,1
2743993,test,5
2744178,control,10
2744192,test,9
2744648,test,3
2744682,control,0
2744794,control,1
2745495,test,2
2745600,test,2
2745626,test,0
2745943,test,1
2745972,test,1
2746029,control,1
2746359,control,12
2746652,control,4
2746886,control,0
2747302,control,2
2747345,test,1
2747401,test,7
2747440,control,0
2747819,test,1
2747827,control,4
2748333,test,0
2748394,test,1
2748531,control,19
2748753,test,0
2748869,control,2
2748956,control,4
2748973,control,1
2749187,control,0
2749235,control,2
2750619,test,4
2750633,test,0
2750787,test,0
2750970,control,0
2751453,control,3
2751460,test,2
2751784,test,0
2752022,control,1
2752072,test,0
2752257,test,4
2752261,test,0
2752791,test,0
2753020,test,1
2753144,control,1
2753304,test,0
2753318,test,0
2753459,test,7
2753644,test,2
2753830,test,0
2753871,test,0
2753930,control,5
2754248,test,1
2754521,test,0
2754680,control,0
2754800,control,0
2754826,control,2
2754872,test,1
2754914,control,5
2754991,control,7
2755280,test,0
2755743,control,3
2755989,control,3
2756618,test,1
2756823,control,0
2757019,control,0
2757093,test,6
2757177,test,0
2757359,control,0
2757419,test,9
2758168,control,1
2758215,control,2
2758274,test,4
2758391,control,0
2758539,test,1
2758714,control,0
2759297,test,6
2759368,control,1
2759407,test,0
2760021,control,1
2760148,test,6
2760289,test,0
2760399,control,0
2760923,test,0
2761743,control,2
2761746,control,2
2761754,control,0
2761828,test,10
2761846,test,1
2761914,test,0
2761917,control,0
2761960,test,0
2762360,control,1
2762435,control,8
2762642,control,1
2763008,test,5
2763314,control,1
2763443,test,2
2763487,control,0
2763758,control,0
2763922,test,6
2764519,control,2
2764535,test,0
2764821,test,0
2764858,control,0
2765161,control,0
2765335,test,0
2765438,test,4
2765586,test,4
2765727,control,1
2765920,test,10
2766253,test,0
2766627,control,1
2767171,test,1
2767589,control,0
2767704,test,2
2767738,test,3
2768437,test,1
2768988,test,6
2769120,control,0
2769154,test,0
2769178,control,6
2769229,test,0
2769340,test,0
2769429,test,1
2769561,test,8
2769726,control,0
2769749,test,0
2769858,test,3
2770274,test,5
2770626,test,2
2770900,test,5
2771150,control,0
2771384,control,0
2771405,control,0
2771409,control,3
2771618,test,7
2772084,test,0
2772297,test,0
2772323,test,8
2772447,control,0
2772609,test,0
2772837,control,4
2773493,control,4
2773719,control,7
2773934,control,0
2774032,test,0
2774078,test,0
2774213,control,0
2774365,control,9
2775504,test,13
2775796,test,2
2775822,test,0
2775837,control,3
2775873,test,0
2776088,test,0
2776862,control,7
2776894,control,6
2777290,test,0
2777442,test,3
2778117,test,0
2778172,test,0
2778415,control,6
2778428,control,0
2779162,control,1
2779383,control,5
2779552,test,2
2779621,test,0
2779701,test,14
2779909,control,1
2780112,test,0
2780782,control,0
2781011,control,2
2781124,control,0
2781665,test,0
2781778,control,11
2782008,control,4
2782026,test,0
2782058,control,0
2782533,control,0
2782815,control,0
2782863,control,5
2783261,test,0
2783648,control,0
2784264,test,0
2784899,test,5
2785030,test,0
2785115,test,1
2785143,test,0
2785387,control,0
2785390,test,4
2785509,test,0
2785558,test,3
2785619,control,4
2785646,test,2
2785779,control,0
2786042,control,2
2786109,test,4
2786226,control,0
2786282,control,0
2786437,control,0
2786535,test,7
2787015,control,0
2787049,control,9
2787096,control,5
2787237,control,0
2787270,control,2
2787388,control,0
2787512,control,0
2787668,test,0
2787673,control,0
2788033,control,4
2788385,test,12
2788414,test,0
2788940,control,1
2789487,test,0
2789495,control,1
2790105,control,0
2790108,test,1
2790268,test,0
2790345,control,13
2790569,control,5
2790623,test,0
2790667,test,0
2790712,control,2
2790745,test,5
2791163,control,0
2791386,test,0
2791395,control,0
2791463,control,0
2791546,control,0
2791552,control,0
2791732,control,0
2791797,control,2
2791866,control,0
2792044,test,2
2792084,test,3
2792305,test,3
2792508,control,2
2792536,test,1
2792598,control,0
2793397,test,8
2793422,test,1
2794479,test,2
2794549,test,0
2794902,control,0
2795142,control,0
2795565,test,0
2795570,control,0
2795958,test,0
2796926,test,0
2796936,control,2
2797091,control,0
2797397,control,0
2797503,control,0
2797546,control,3
2798000,control,0
2798135,control,0
2798149,test,8
2798211,test,15
2798244,control,0
2798458,control,2
2798785,test,0
2798922,test,1
2799101,test,0
2799355,test,2
2799407,test,1
2799585,test,0
2799605,test,7
2799623,control,0
2799911,test,0
2799991,test,0
2800338,control,4
2800369,control,1
2800486,test,1
2800558,test,4
2800663,control,0
2800976,test,0
2801133,control,2
2801144,test,2
2802200,control,2
2802293,control,5
2802304,test,5
2802456,control,1
2802782,test,0
2803224,test,0
2803523,control,0
2803852,control,0
2804439,control,0
2804455,control,6
2804747,test,5
2804769,test,1
2805278,test,0
2805312,test,0
2805354,control,1
2805420,test,0
2805504,control,0
2806047,control,1
2806397,control,5
2806415,control,0
2806504,control,5
2806680,test,2
2807022,test,0
2807639,test,0
2807656,test,0
2808156,control,0
2808411,control,3
2808502,test,3
2808651,test,0
2808682,control,0
2808713,test,2
2808727,control,3
2809024,control,2
2809254,test,0
2809364,test,3
2809450,test,1
2809453,control,3
2809621,control,0
2809643,test,15
2809668,test,0
2809689,control,2
2809905,test,0
2809906,test,0
2809916,test,0
2809946,control,2
2810067,control,0
2810081,test,0
2810157,test,0
2810169,test,0
2810377,test,0
2810834,test,0
2811304,test,2
2811417,test,18
2811586,control,2
2811682,control,2
2812048,test,0
2812755,control,0
2813430,control,0
2813563,test,0
2813653,control,2
2813719,control,0
2813826,test,0
2814060,control,2
2814263,test,0
2814384,control,1
2814457,test,0
2814458,control,0
2814555,test,2
2814887,test,10
2815061,control,1
2815071,control,2
2815118,control,0
2816492,control,0
2816918,test,3
2817075,control,1
2817393,control,4
2817519,control,0
2817541,test,4
2817698,test,0
2817916,test,0
2818088,test,0
2818136,test,0
2818303,control,2
2818618,control,0
2818717,control,0
2819135,test,0
2819141,control,3
2819179,test,4
2819503,test,4
2819518,test,0
2819703,test,1
2819742,test,0
2819916,test,4
2819924,control,4
2820006,test,0
2820408,test,1
2820615,test,4
2820779,control,0
2820848,control,0
2820986,control,0
2820987,control,1
2821005,test,1
2821034,test,0
2821165,test,6
2821267,control,0
2821306,test,7
2821517,test,4
2821646,test,0
2821740,control,0
2821818,test,3
2821847,control,11
2821933,test,0
2822156,control,0
2822255,test,0
2822267,test,0
2822607,control,2
2822730,control,0
2822827,test,3
2823318,test,0
2823361,test,0
2823601,control,3
2823639,control,0
2823737,control,1
2823751,control,0
2823820,test,13
2824178,test,2
2824256,control,0
2824309,control,0
2824566,control,4
2824575,test,11
2824912,control,0
2825254,test,1
2825376,control,2
2825450,test,20
2825830,control,0
2826163,control,2
2826172,test,33
2826373,control,4
2826389,control,0
2826504,test,2
2826516,test,0
2826729,test,1
2826827,control,2
2826898,test,0
2827235,test,0
2827581,control,0
2828054,control,0
2828096,control,0
2828146,control,1
2828273,control,6
2828351,test,2
2828426,control,3
2828520,control,0
2828863,test,0
2829025,test,0
2829245,control,2
2829680,test,0
2829817,test,7
2830142,control,5
2830224,test,1
2830236,control,1
2831054,test,2
2831158,control,0
2831189,control,0
2831452,control,2
2831475,control,0
2831747,test,2
2831995,test,2
2832271,test,5
2832394,control,0
2832939,test,5
2833057,control,2
2833457,test,0
2833480,control,0
2833889,test,4
2834150,test,0
2834218,control,0
2834681,control,0
2834848,control,4
2834996,control,3
2835071,test,0
2835130,control,0
2835195,control,0
2835561,control,1
2835681,control,0
2835689,test,2
2836054,control,0
2836104,test,13
2836159,test,0
2836203,control,6
2836509,control,1
2836704,control,0
2836964,control,3
2837165,test,0
2837561,control,0
2837581,control,8
2837711,test,0
2837772,test,1
2838107,control,0
2838328,test,2
2838613,control,6
2838884,test,6
2839064,control,0
2839072,control,0
2839247,control,1
2839485,test,2
2839498,test,0
2839600,test,2
2839846,control,0
2839976,test,1
2840019,control,12
2840579,control,0
2840610,control,0
2840810,test,0
2840811,control,2
2841010,control,2
2841920,test,0
2842481,control,0
2842485,control,4
2842705,control,0
2843022,test,0
2843287,control,0
2843312,test,2
2843452,test,0
2843606,test,0
2844117,test,0
2844190,control,5
2844207,test,1
2844459,control,2
2844542,control,1
2844725,control,0
2844839,test,2
2845107,test,0
2845257,test,0
2846232,test,2
2846274,control,1
2846287,test,0
2846325,control,0
2846471,control,3
2846646,control,0
2846662,control,0
2846778,test,0
2847433,control,0
2847496,test,7
2847543,test,0
2847822,control,2
2848615,control,0
2848642,control,0
2848710,test,5
2848749,control,4
2848798,control,2
2849164,control,0
2849180,control,1
2849212,test,6
2849792,control,4
2849820,test,0
2849825,test,0
2850288,control,0
2850353,test,2
2850387,control,0
2850550,test,0
2850748,control,0
2850940,test,0
2852145,test,0
2852158,test,3
2852339,test,2
2852455,test,8
2852533,test,0
2852661,control,1
2852913,test,15
2852997,control,2
2853086,test,0
2853115,control,0
2853210,test,0
2853248,test,0
2853271,control,7
2853895,control,8
2854270,test,0
2854377,test,0
2854435,test,0
2854662,test,2
2854823,test,7
2854923,test,2
2854927,test,0
2855134,control,0
2855654,control,10
2855888,control,8
2856133,control,0
2856330,test,1
2856502,test,0
2856567,control,5
2856648,test,1
2856778,test,1
2856801,test,2
2857079,test,0
2857106,control,0
2857152,test,2
2857405,control,0
2857733,test,6
2857759,control,5
2858015,test,0
2858338,test,0
2858412,test,0
2858455,test,2
2858504,test,6
2858665,test,1
2858768,control,0
2858813,control,9
2858874,control,0
2858890,control,4
2859040,test,2
2859064,control,0
2859751,control,0
2859899,control,0
2860247,control,3
2860327,test,1
2860895,test,0
2861194,test,6
2861330,control,8
2861609,control,0
2861792,test,0
2862693,test,1
2863254,test,0
2863255,control,0
2863341,test,7
2863360,control,2
2863472,test,0
2863515,test,9
2863539,control,0
2863786,control,0
2864159,control,0
2864415,control,0
2864960,control,1
2865370,test,10
2865677,control,4
2866128,control,9
2866431,test,0
2866434,control,0
2866462,control,0
2866503,control,0
2866523,control,0
2866632,control,0
2866707,test,2
2866912,control,7
2867628,control,6
2868319,test,4
2868548,control,3
2869034,test,2
2869244,test,0
2869375,test,0
2869384,test,0
2869395,test,1
2870012,control,0
2870176,test,0
2870521,test,0
2870539,test,6
2870699,test,0
2871256,test,0
2871721,test,21
2871926,control,3
2872086,test,1
2872157,test,2
2872224,test,0
2872953,test,4
2873060,test,0
2873671,test,0
2873709,control,0
2873827,control,1
2874779,test,0
2874909,control,4
2874925,test,0
2874933,control,7
2875143,control,0
2875217,test,0
2875223,control,1
2875466,test,0
2875540,test,3
2875988,control,2
2876027,control,0
2876118,test,4
2876251,control,5
2876364,test,3
2876608,test,8
2876848,test,3
2876859,test,4
2876901,test,7
2877141,test,0
2877157,control,3
2877305,test,0
2877389,test,1
2877612,control,0
2877692,test,0
2877728,control,6
2878094,control,0
2878171,test,0
2878339,control,0
2878434,control,0
2878715,control,0
2878870,control,0
2878898,test,1
2879347,control,6
2879531,control,4
2879592,test,10
2880251,test,2
2880593,test,0
2880714,control,8
2881353,test,2
2881420,control,0
2881524,test,1
2881693,test,2
2881753,control,0
2882001,control,2
2882250,test,4
2882304,test,0
2882324,test,0
2882439,test,0
2882702,control,0
2882758,control,6
2883141,control,2
2883168,test,0
2883620,test,0
2883982,test,0
2884220,test,0
2884295,control,0
2884298,control,0
2884308,test,0
2884350,control,3
2885113,test,5
2885193,test,1
2885371,test,0
2885694,test,2
2886145,test,1
2886170,test,0
2886311,test,0
2886322,control,2
2886641,test,10
2887559,control,3
2887817,test,0
2888193,control,0
2888308,test,0
2888391,control,7
2888690,control,2
2888974,test,0
2889049,control,29
2889072,test,0
2889621,control,0
2889627,test,9
2889903,test,0
2889999,control,9
2890412,control,0
2890508,control,5
2890603,test,0
2890662,test,0
2890687,test,0
2891006,control,0
2891068,control,4
2891163,control,0
2891436,control,0
2891474,test,3
2891606,control,0
2892152,test,5
2892201,control,4
2892356,test,4
2892443,control,4
2892738,control,0
2892822,test,0
2892955,test,2
2893361,control,0
2893623,control,0
2894209,test,0
2894471,test,0
2894519,control,12
2894620,control,0
2894722,control,0
2894932,test,0
2894934,test,7
2894996,control,0
2895726,control,0
2895782,control,10
2896084,test,1
2896504,control,0
2896701,test,0
2896725,control,0
2896887,control,0
2896984,control,0
2897015,test,4
2897189,test,0
2897282,control,0
2897971,test,9
2898010,control,2
2898136,control,0
2898308,test,0
2898460,test,0
2898532,control,2
2898817,control,2
2898903,control,3
2898999,control,0
2899242,test,0
2899509,test,0
2899980,test,0
2900085,control,0
2900178,test,1
2900275,test,0
