client_id,process_step,error_count,variation
4303663,start,0,test
4303663,step_2,0,test
4303663,step_3,0,test
4303984,step_1,1,test
4303984,step_2,1,test
4303984,start,0,test
4304082,start,0,test
4304082,step_1,0,test
4304082,step_2,0,test
4304082,step_3,0,test
4305620,start,1,test
4305620,step_1,1,test
4305620,step_2,0,test
4305620,step_3,0,test
4305708,start,0,test
4305708,step_1,0,test
4305708,step_2,0,test
4305708,step_3,0,test
4306244,start,1,test
4306390,start,1,test
4306390,step_1,1,test
4306390,step_2,0,test
4306390,step_3,0,test
4307607,start,2,test
4307607,step_1,1,test
4307607,step_2,1,test
4307607,step_3,1,test
4307622,start,0,test
4307622,step_1,0,test
4307622,step_2,0,test
4307622,step_3,0,test
4308251,start,0,test
4308251,step_1,0,test
4308297,start,7,test
4308297,step_1,1,test
4308297,step_2,1,test
4308297,step_3,1,test
4308319,start,1,test
4308319,step_1,1,test
4308319,step_2,1,test
4308319,step_3,0,test
4309057,start,0,test
4309057,step_1,0,test
4309632,start,0,test
4309632,step_1,0,test
4309632,step_2,0,test
4309632,step_3,0,test
4310302,start,2,test
4310302,step_1,1,test
4310302,step_2,0,test
4310302,step_3,0,test
4310544,start,1,test
4310544,step_1,0,test
4310544,step_2,0,test
4310544,step_3,0,test
4310884,start,0,test
4310884,step_1,0,test
4310884,step_2,0,test
4310884,step_3,0,test
4311434,start,1,test
4312080,start,2,test
4312279,start,1,test
4312279,step_1,1,test
4312279,step_2,1,test
4312279,step_3,0,test
4312553,start,0,test
4312553,step_1,0,test
4312553,step_2,0,test
4312553,step_3,0,test
4312589,start,0,test
4312589,step_1,0,test
4312589,step_2,0,test
4312589,step_3,0,test
4312637,start,2,test
4312637,step_1,0,test
4312637,step_2,0,test
4312637,step_3,0,test
4312899,start,0,test
4312899,step_1,0,test
4312899,step_2,0,test
4312899,step_3,0,test
4312954,start,0,test
4313134,step_2,2,test
4313134,step_3,2,test
4313134,start,0,test
4313134,step_1,0,test
4313622,start,1,test
4313622,step_1,1,test
4313622,step_2,0,test
4313622,step_3,0,test
4313666,step_1,1,test
4313666,step_2,1,test
4313666,start,0,test
4313666,step_3,0,test
4313749,start,7,test
4313749,step_1,5,test
4313749,step_2,0,test
4313749,step_3,0,test
4314111,start,0,test
4314111,step_1,0,test
4314111,step_2,0,test
4314111,step_3,0,test
4314358,start,0,test
4314509,start,3,test
4314509,step_1,1,test
4314509,step_2,0,test
4314735,start,1,test
4314735,step_1,1,test
4314735,step_2,0,test
4314735,step_3,0,test
4315041,start,0,test
4315041,step_1,0,test
4315157,start,0,test
4315157,step_1,0,test
4315157,step_2,0,test
4315157,step_3,0,test
4315438,start,0,test
4315438,step_1,0,test
4315438,step_2,0,test
4315438,step_3,0,test
4315514,start,1,test
4315514,step_1,1,test
4315514,step_2,1,test
4315514,step_3,1,test
4315722,start,0,test
4315990,start,3,test
4315990,step_1,1,test
4315990,step_2,1,test
4315990,step_3,1,test
4316035,start,0,test
4316035,step_1,0,test
4316035,step_2,0,test
4316035,step_3,0,test
4316285,start,0,test
4316285,step_1,0,test
4316285,step_2,0,test
4316285,step_3,0,test
4316328,start,4,test
4316328,step_1,2,test
4316328,step_2,2,test
4316328,step_3,1,test
4316349,start,1,test
4316349,step_1,0,test
4316349,step_2,0,test
4316349,step_3,0,test
4316529,start,0,test
4316529,step_1,0,test
4316529,step_2,0,test
4316529,step_3,0,test
4317393,start,0,test
4317393,step_1,0,test
4317393,step_2,0,test
4317393,step_3,0,test
4317999,start,1,test
4317999,step_1,0,test
4317999,step_2,0,test
4317999,step_3,0,test
4318106,start,1,test
4318106,step_1,0,test
4318106,step_2,0,test
4318106,step_3,0,test
4318210,start,3,test
4318210,step_1,0,test
4318210,step_2,0,test
4318210,step_3,0,test
4318251,start,1,test
4318251,step_1,0,test
4318672,start,10,test
4318672,step_1,6,test
4318672,step_2,2,test
4318672,step_3,0,test
4318832,start,0,test
4318832,step_1,0,test
4318832,step_2,0,test
4318832,step_3,0,test
4318876,start,0,test
4318876,step_1,0,test
4318876,step_2,0,test
4318876,step_3,0,test
4319168,start,0,test
4319168,step_1,0,test
4319168,step_2,0,test
4319168,step_3,0,test
4319645,step_1,4,test
4319645,step_2,4,test
4319645,start,2,test
4319645,step_3,2,test
4319828,start,0,test
4319828,step_1,0,test
4319828,step_2,0,test
4320154,start,0,test
4320154,step_1,0,test
4320154,step_2,0,test
4320154,step_3,0,test
4320842,start,0,test
4320842,step_1,0,test
4320842,step_2,0,test
4320842,step_3,0,test
4321055,start,0,test
4321387,start,0,test
4321387,step_1,0,test
4321387,step_2,0,test
4321387,step_3,0,test
4322042,start,2,test
4322605,start,2,test
4322605,step_2,1,test
4322605,step_1,0,test
4322605,step_3,0,test
4324850,start,0,test
4324850,step_1,0,test
4325077,step_1,1,test
4325077,step_2,1,test
4325077,start,0,test
4325077,step_3,0,test
4325419,start,0,test
4325419,step_1,0,test
4325419,step_2,0,test
4325419,step_3,0,test
4325863,start,0,test
4325863,step_1,0,test
4325863,step_2,0,test
4325863,step_3,0,test
4325889,start,1,test
4325889,step_1,1,test
4325889,step_2,1,test
4325889,step_3,1,test
4326909,start,5,test
4326909,step_1,0,test
4326909,step_2,0,test
4326909,step_3,0,test
4328457,start,0,test
4328457,step_1,0,test
4328918,start,1,test
4328918,step_1,0,test
4328918,step_2,0,test
4328918,step_3,0,test
4328965,start,3,test
4328965,step_1,0,test
4328965,step_2,0,test
4328965,step_3,0,test
4329001,start,0,test
4329001,step_1,0,test
4329001,step_2,0,test
4329001,step_3,0,test
4329260,start,1,test
4329260,step_1,1,test
4329260,step_2,0,test
4329260,step_3,0,test
4329795,start,0,test
4329795,step_1,0,test
4329795,step_2,0,test
4329795,step_3,0,test
4330881,start,1,test
4330881,step_1,1,test
4330881,step_3,1,test
4330881,step_2,0,test
4331632,step_3,7,test
4331632,start,0,test
4331632,step_1,0,test
4331632,step_2,0,test
4332065,start,2,test
4332065,step_1,0,test
4332065,step_2,0,test
4332425,start,0,test
4332425,step_1,0,test
4332425,step_2,0,test
4332425,step_3,0,test
4332527,start,0,test
4332527,step_1,0,test
4332527,step_2,0,test
4332527,step_3,0,test
4332924,step_2,2,test
4332924,step_1,1,test
4332924,step_3,1,test
4332924,start,0,test
4333248,start,0,test
4333248,step_1,0,test
4333248,step_2,0,test
4333248,step_3,0,test
4333742,start,0,test
4333742,step_1,0,test
4333742,step_2,0,test
4333742,step_3,0,test
4333852,start,1,test
4333852,step_1,1,test
4333852,step_2,0,test
4333852,step_3,0,test
4334171,step_1,2,test
4334171,start,1,test
4334171,step_2,1,test
4334171,step_3,0,test
4334336,start,0,test
4334336,step_1,0,test
4334336,step_2,0,test
4334336,step_3,0,test
4335150,step_2,2,test
4335150,start,1,test
4335150,step_1,1,test
4335150,step_3,1,test
4335230,start,0,test
4335230,step_1,0,test
4335230,step_2,0,test
4335230,step_3,0,test
4335350,start,0,test
4335350,step_1,0,test
4335350,step_2,0,test
4335350,step_3,0,test
4335743,start,1,test
4335743,step_1,1,test
4335743,step_2,0,test
4335743,step_3,0,test
4336714,step_2,1,test
4336714,step_3,1,test
4336714,start,0,test
4336714,step_1,0,test
4336716,start,1,test
4336716,step_1,1,test
4336716,step_2,1,test
4336716,step_3,1,test
4336858,start,0,test
4336858,step_1,0,test
4336858,step_2,0,test
4336858,step_3,0,test
4337123,start,0,test
4337123,step_1,0,test
4337123,step_2,0,test
4337123,step_3,0,test
4337125,start,0,test
4337125,step_1,0,test
4337125,step_2,0,test
4337125,step_3,0,test
4337238,start,0,test
4337238,step_1,0,test
4337238,step_2,0,test
4337238,step_3,0,test
4337771,step_2,1,test
4337771,step_3,1,test
4337771,start,0,test
4337771,step_1,0,test
4337844,start,0,test
4337844,step_1,0,test
4337844,step_2,0,test
4337844,step_3,0,test
4339026,step_1,1,test
4339026,start,0,test
4339026,step_2,0,test
4339026,step_3,0,test
4339110,start,1,test
4339110,step_1,1,test
4339110,step_2,1,test
4339110,step_3,1,test
4339537,start,0,test
4339537,step_1,0,test
4339537,step_2,0,test
4339537,step_3,0,test
4340466,start,0,test
4340493,start,0,test
4340493,step_1,0,test
4340493,step_2,0,test
4340493,step_3,0,test
4340724,start,0,test
4340724,step_1,0,test
4340724,step_2,0,test
4340724,step_3,0,test
4341675,start,0,test
4341675,step_1,0,test
4341675,step_2,0,test
4341675,step_3,0,test
4341748,start,0,test
4342899,start,0,test
4342899,step_1,0,test
4342899,step_2,0,test
4342899,step_3,0,test
4342935,start,0,test
4342935,step_1,0,test
4342935,step_2,0,test
4342935,step_3,0,test
4343302,start,2,test
4343302,step_1,0,test
4343302,step_2,0,test
4343302,step_3,0,test
4343495,start,0,test
4343495,step_1,0,test
4343495,step_2,0,test
4343495,step_3,0,test
4344020,start,0,test
4344020,step_1,0,test
4344020,step_2,0,test
4344020,step_3,0,test
4344122,start,1,test
4344122,step_1,0,test
4344122,step_2,0,test
4344122,step_3,0,test
4344684,step_2,3,test
4344684,step_3,2,test
4344684,start,1,test
4344684,step_1,1,test
4344809,start,1,test
4345279,start,0,test
4345279,step_1,0,test
4345279,step_2,0,test
4345279,step_3,0,test
4345309,start,1,test
4345309,step_1,1,test
4345309,step_2,1,test
4345309,step_3,1,test
4345628,start,0,test
4345628,step_1,0,test
4345628,step_2,0,test
4345628,step_3,0,test
4345896,step_1,2,test
4345896,step_2,2,test
4345896,start,1,test
4345896,step_3,1,test
4346273,start,0,test
4346273,step_1,0,test
4346273,step_2,0,test
4346273,step_3,0,test
4346422,start,3,test
4346422,step_1,1,test
4346422,step_2,0,test
4346422,step_3,0,test
4346633,start,0,test
4346633,step_1,0,test
4346799,step_2,1,test
4346799,step_3,1,test
4346799,start,0,test
4346799,step_1,0,test
4348620,start,1,test
4348620,step_1,0,test
4348620,step_2,0,test
4348620,step_3,0,test
4348721,start,0,test
4348721,step_1,0,test
4348721,step_2,0,test
4348721,step_3,0,test
4348722,start,0,test
4348722,step_1,0,test
4348722,step_2,0,test
4348722,step_3,0,test
4349609,start,3,test
4349609,step_1,0,test
4350100,start,0,test
4350100,step_1,0,test
4350100,step_2,0,test
4350100,step_3,0,test
4350221,start,0,test
4350221,step_1,0,test
4350221,step_2,0,test
4350221,step_3,0,test
4350594,step_1,1,test
4350594,step_2,1,test
4350594,start,0,test
4350594,step_3,0,test
4350732,start,0,test
4350732,step_1,0,test
4350732,step_2,0,test
4350732,step_3,0,test
4350933,step_2,7,test
4350933,step_1,6,test
4350933,start,4,test
4350933,step_3,3,test
4351044,start,1,test
4351044,step_1,0,test
4351225,start,0,test
4351225,step_1,0,test
4351225,step_2,0,test
4351236,start,3,test
4351236,step_1,0,test
4351236,step_2,0,test
4351236,step_3,0,test
4351510,start,0,test
4351510,step_1,0,test
4351510,step_2,0,test
4351510,step_3,0,test
4351664,start,0,test
4351664,step_1,0,test
4351664,step_2,0,test
4351664,step_3,0,test
4352933,start,0,test
4352933,step_1,0,test
4352933,step_2,0,test
4352933,step_3,0,test
4353065,start,0,test
4353065,step_1,0,test
4353065,step_2,0,test
4353065,step_3,0,test
4353254,start,0,test
4353254,step_1,0,test
4353254,step_2,0,test
4353254,step_3,0,test
4353285,start,0,test
4353285,step_1,0,test
4353285,step_2,0,test
4353285,step_3,0,test
4353338,step_1,1,test
4353338,step_2,1,test
4353338,start,0,test
4353338,step_3,0,test
4354247,start,0,test
4354247,step_1,0,test
4354247,step_2,0,test
4354247,step_3,0,test
4354809,start,0,test
4354856,start,0,test
4354856,step_1,0,test
4354914,start,0,test
4354914,step_1,0,test
4354914,step_2,0,test
4354914,step_3,0,test
4355587,start,0,test
4355587,step_1,0,test
4355856,start,0,test
4355856,step_1,0,test
4355856,step_2,0,test
4355856,step_3,0,test
4355879,start,3,test
4355879,step_1,2,test
4355879,step_2,2,test
4355879,step_3,1,test
4355941,step_1,1,test
4355941,step_2,1,test
4355941,start,0,test
4355941,step_3,0,test
4356706,start,5,test
4356706,step_1,1,test
4356706,step_2,1,test
4356706,step_3,1,test
4356801,start,0,test
4356801,step_1,0,test
4356801,step_2,0,test
4356801,step_3,0,test
4357231,start,3,test
4357231,step_1,3,test
4357231,step_2,0,test
4357231,step_3,0,test
4357540,start,0,test
4357540,step_1,0,test
4357540,step_2,0,test
4357540,step_3,0,test
4357556,step_3,1,test
4357556,start,0,test
4357556,step_1,0,test
4357556,step_2,0,test
4357728,start,1,test
4358186,start,4,test
4359043,start,1,test
4359043,step_1,0,test
4359043,step_2,0,test
4359043,step_3,0,test
4359323,step_2,2,test
4359323,step_3,2,test
4359323,start,0,test
4359323,step_1,0,test
4359348,start,3,test
4359348,step_1,1,test
4360034,start,1,test
4360034,step_1,0,test
4360034,step_2,0,test
4360034,step_3,0,test
4360260,start,0,test
4360260,step_1,0,test
4360260,step_2,0,test
4360260,step_3,0,test
4360541,start,0,test
4360541,step_1,0,test
4360541,step_2,0,test
4360541,step_3,0,test
4360757,start,0,test
4360757,step_1,0,test
4360757,step_2,0,test
4360757,step_3,0,test
4361106,start,0,test
4361106,step_1,0,test
4361106,step_2,0,test
4361106,step_3,0,test
4361996,start,2,test
4361996,step_1,0,test
4361996,step_2,0,test
4361996,step_3,0,test
4362459,start,1,test
4362459,step_1,0,test
4362459,step_2,0,test
4362459,step_3,0,test
4362552,start,4,test
4362552,step_1,4,test
4362552,step_2,0,test
4363087,start,2,test
4363087,step_1,0,test
4363087,step_2,0,test
4363087,step_3,0,test
4363136,start,0,test
4363136,step_1,0,test
4363136,step_2,0,test
4363136,step_3,0,test
4363760,start,0,test
4364417,start,1,test
4364417,step_2,1,test
4364417,step_1,0,test
4364417,step_3,0,test
4365422,start,5,test
4365422,step_1,1,test
4365422,step_2,1,test
4365422,step_3,1,test
4365679,start,0,test
4365679,step_1,0,test
4365679,step_2,0,test
4365679,step_3,0,test
4365782,start,4,test
4365782,step_1,3,test
4365782,step_2,2,test
4365782,step_3,2,test
4365788,start,2,test
4365788,step_1,1,test
4365882,start,1,test
4366013,start,7,test
4366013,step_1,1,test
4366013,step_2,1,test
4366013,step_3,1,test
4366198,step_1,1,test
4366198,step_2,1,test
4366198,start,0,test
4366198,step_3,0,test
4366496,start,2,test
4366496,step_1,1,test
4366496,step_2,1,test
4366496,step_3,1,test
4366501,start,3,test
4366568,start,0,test
4366568,step_1,0,test
4366568,step_2,0,test
4367208,start,0,test
4367208,step_1,0,test
4367208,step_2,0,test
4367208,step_3,0,test
4367792,start,0,test
4368053,step_2,2,test
4368053,step_1,1,test
4368053,step_3,1,test
4368053,start,0,test
4368765,start,0,test
4368765,step_1,0,test
4368765,step_2,0,test
4368765,step_3,0,test
4369073,start,2,test
4369390,start,0,test
4369390,step_1,0,test
4369390,step_2,0,test
4369390,step_3,0,test
4369578,start,1,test
4370671,start,0,test
4370671,step_1,0,test
4370671,step_2,0,test
4370671,step_3,0,test
4371220,start,4,test
4371220,step_1,2,test
4371220,step_2,0,test
4371220,step_3,0,test
4371396,start,3,test
4371396,step_1,1,test
4371396,step_2,0,test
4371396,step_3,0,test
4371805,start,3,test
4372524,start,3,test
4372524,step_2,3,test
4372524,step_1,2,test
4372524,step_3,1,test
4372656,start,0,test
4372656,step_1,0,test
4372656,step_2,0,test
4372656,step_3,0,test
4373373,start,0,test
4373373,step_1,0,test
4373373,step_2,0,test
4373373,step_3,0,test
4373465,start,0,test
4373465,step_1,0,test
4373465,step_2,0,test
4373465,step_3,0,test
4373559,start,1,test
4373559,step_1,1,test
4373559,step_2,0,test
4373559,step_3,0,test
4373565,start,1,test
4373565,step_1,1,test
4373565,step_2,1,test
4373565,step_3,0,test
4373883,start,0,test
4373883,step_1,0,test
4373883,step_2,0,test
4373883,step_3,0,test
4374006,start,0,test
4374056,start,0,test
4374056,step_1,0,test
4374056,step_2,0,test
4374056,step_3,0,test
4374192,start,0,test
4374192,step_1,0,test
4374192,step_2,0,test
4374192,step_3,0,test
4374222,start,3,test
4374343,start,0,test
4374602,start,0,test
4374602,step_1,0,test
4374602,step_2,0,test
4374602,step_3,0,test
4376089,start,2,test
4376143,start,1,test
4376143,step_1,1,test
4376143,step_2,1,test
4376143,step_3,1,test
4376165,start,0,test
4376165,step_1,0,test
4376165,step_2,0,test
4376165,step_3,0,test
4376856,start,3,test
4376856,step_1,1,test
4376856,step_2,0,test
4376856,step_3,0,test
4377222,start,0,test
4377222,step_1,0,test
4377222,step_2,0,test
4377222,step_3,0,test
4377273,start,1,test
4377273,step_1,1,test
4377273,step_2,1,test
4377273,step_3,0,test
4377780,start,0,test
4377780,step_1,0,test
4377780,step_2,0,test
4377780,step_3,0,test
4377881,step_1,1,test
4377881,start,0,test
4377893,start,3,test
4377893,step_1,2,test
4377893,step_2,2,test
4377893,step_3,2,test
4379730,start,1,test
4379730,step_1,0,test
4379730,step_2,0,test
4379730,step_3,0,test
4380549,start,1,test
4380549,step_1,0,test
4380549,step_2,0,test
4381262,start,5,test
4381389,start,0,test
4381389,step_1,0,test
4381389,step_2,0,test
4381389,step_3,0,test
4381659,start,1,test
4381659,step_1,1,test
4381662,start,0,test
4381662,step_1,0,test
4381662,step_2,0,test
4381662,step_3,0,test
4381694,start,0,test
4381694,step_1,0,test
4381694,step_2,0,test
4381694,step_3,0,test
4382058,start,2,test
4382058,step_1,2,test
4382058,step_2,1,test
4382058,step_3,0,test
4382344,start,0,test
4382344,step_1,0,test
4382344,step_2,0,test
4382344,step_3,0,test
4382494,start,2,test
4382494,step_1,1,test
4382494,step_2,1,test
4382494,step_3,1,test
4382504,start,0,test
4382504,step_1,0,test
4382504,step_2,0,test
4382504,step_3,0,test
4382767,start,0,test
4382767,step_1,0,test
4382767,step_2,0,test
4382767,step_3,0,test
4382877,start,2,test
4382877,step_1,0,test
4382877,step_2,0,test
4382877,step_3,0,test
4382897,step_1,1,test
4382897,start,0,test
4382897,step_2,0,test
4382897,step_3,0,test
4384504,start,1,test
4384504,step_1,0,test
4384504,step_2,0,test
4384504,step_3,0,test
4384921,start,2,test
4384921,step_1,2,test
4384921,step_2,0,test
4384921,step_3,0,test
4384973,start,4,test
4384973,step_1,2,test
4384973,step_2,2,test
4384973,step_3,1,test
4385285,start,0,test
4385285,step_1,0,test
4385285,step_2,0,test
4385285,step_3,0,test
4385537,start,6,test
4385537,step_1,3,test
4385537,step_2,2,test
4385537,step_3,2,test
4385599,start,0,test
4385599,step_1,0,test
4385599,step_2,0,test
4385599,step_3,0,test
4386094,start,0,test
4386094,step_1,0,test
4386094,step_2,0,test
4386094,step_3,0,test
4386339,start,2,test
4386339,step_1,0,test
4386726,start,0,test
4386726,step_1,0,test
4386726,step_2,0,test
4386726,step_3,0,test
4388076,step_1,3,test
4388076,start,2,test
4388076,step_2,2,test
4388076,step_3,0,test
4388078,start,1,test
4388078,step_1,1,test
4388078,step_2,1,test
4388078,step_3,1,test
4388241,start,1,test
4388241,step_1,1,test
4388792,start,4,test
4388792,step_2,1,test
4388792,step_3,1,test
4388792,step_1,0,test
4389026,step_2,1,test
4389026,step_3,1,test
4389026,start,0,test
4389026,step_1,0,test
4389156,start,0,test
4389156,step_1,0,test
4389156,step_2,0,test
4389156,step_3,0,test
4389198,start,2,test
4389198,step_1,1,test
4389198,step_2,0,test
4389198,step_3,0,test
4389678,start,0,test
4389814,start,2,test
4389814,step_1,0,test
4389814,step_2,0,test
4389814,step_3,0,test
4390760,start,2,test
4390760,step_1,1,test
4390764,start,0,test
4390764,step_1,0,test
4390764,step_2,0,test
4390764,step_3,0,test
4390944,start,2,test
4390971,step_2,1,test
4390971,step_3,1,test
4390971,start,0,test
4390971,step_1,0,test
4391277,start,0,test
4391277,step_1,0,test
4391277,step_2,0,test
4391277,step_3,0,test
4391306,start,0,test
4391306,step_1,0,test
4391306,step_2,0,test
4391306,step_3,0,test
4392032,start,0,test
4392742,start,2,test
4392742,step_1,0,test
4393630,step_1,2,test
4393630,start,1,test
4393630,step_2,1,test
4394305,start,10,test
4394305,step_1,4,test
4394305,step_2,1,test
4394305,step_3,0,test
4394686,start,0,test
4394686,step_1,0,test
4394686,step_2,0,test
4394686,step_3,0,test
4394696,step_3,2,test
4394696,start,0,test
4394696,step_1,0,test
4394696,step_2,0,test
4395855,start,0,test
4395855,step_1,0,test
4395855,step_2,0,test
4395855,step_3,0,test
4396066,start,0,test
4396066,step_1,0,test
4396066,step_2,0,test
4396066,step_3,0,test
4396168,start,0,test
4396168,step_1,0,test
4396168,step_2,0,test
4396168,step_3,0,test
4396200,start,1,test
4396200,step_1,0,test
4396200,step_2,0,test
4396200,step_3,0,test
4396389,start,1,test
4396389,step_1,0,test
4397578,start,0,test
4397578,step_1,0,test
4397578,step_2,0,test
4397578,step_3,0,test
4397711,start,2,test
4397711,step_1,1,test
4398041,start,2,test
4398041,step_1,1,test
4398041,step_2,1,test
4398041,step_3,1,test
4398787,start,0,test
4398956,step_1,2,test
4398956,step_2,2,test
4398956,start,1,test
4398956,step_3,1,test
4399023,step_1,1,test
4399023,start,0,test
4399023,step_2,0,test
4399065,start,1,test
4399065,step_1,1,test
4399065,step_2,0,test
4399065,step_3,0,test
4399072,start,1,test
4399072,step_1,0,test
4399072,step_2,0,test
4399072,step_3,0,test
4399094,start,0,test
4399094,step_1,0,test
4399094,step_2,0,test
4399094,step_3,0,test
4399643,start,0,test
4399643,step_1,0,test
4399643,step_2,0,test
4399643,step_3,0,test
4399785,start,0,test
4399785,step_1,0,test
4399785,step_2,0,test
4399785,step_3,0,test
4399973,start,1,test
4399973,step_1,0,test
4399973,step_2,0,test
4400106,start,1,test
4400106,step_1,0,test
4400106,step_2,0,test
4400106,step_3,0,test
4400573,start,0,test
4400573,step_1,0,test
4400573,step_2,0,test
4400573,step_3,0,test
4400863,start,0,test
4400863,step_1,0,test
4400863,step_2,0,test
4400863,step_3,0,test
4400964,start,0,test
4400964,step_1,0,test
4400964,step_2,0,test
4400964,step_3,0,test
4400980,start,0,test
4400980,step_1,0,test
4400980,step_2,0,test
4400980,step_3,0,test
4401101,start,0,test
4401101,step_1,0,test
4401101,step_2,0,test
4401101,step_3,0,test
4401157,start,1,test
4401157,step_1,1,test
4401157,step_2,0,test
4401157,step_3,0,test
4401713,start,1,test
4401713,step_1,0,test
4401713,step_2,0,test
4401713,step_3,0,test
4401866,start,1,test
4402012,start,1,test
4402012,step_1,0,test
4402012,step_2,0,test
4402012,step_3,0,test
4402030,start,3,test
4402030,step_1,1,test
4402030,step_2,1,test
4402030,step_3,0,test
4402639,step_1,9,test
4402639,start,3,test
4402639,step_2,0,test
4402639,step_3,0,test
4402736,start,1,test
4402736,step_1,1,test
4402736,step_2,0,test
4402736,step_3,0,test
4404877,start,0,test
4404877,step_1,0,test
4404877,step_2,0,test
4404877,step_3,0,test
4405347,start,0,test
4405347,step_1,0,test
4405688,start,0,test
4406097,start,3,test
4406097,step_1,1,test
4406097,step_2,0,test
4406929,start,1,test
4406929,step_1,1,test
4406929,step_2,0,test
4406929,step_3,0,test
4407044,start,0,test
4407044,step_1,0,test
4407044,step_2,0,test
4407044,step_3,0,test
4407250,start,1,test
4407250,step_1,1,test
4407250,step_2,1,test
4407250,step_3,1,test
4408117,start,0,test
4408117,step_1,0,test
4408117,step_2,0,test
4408117,step_3,0,test
4408287,start,3,test
4408287,step_1,1,test
4408287,step_2,0,test
4408287,step_3,0,test
4408578,start,1,test
4408578,step_1,1,test
4408578,step_2,0,test
4408578,step_3,0,test
4409014,start,0,test
4409014,step_1,0,test
4409014,step_2,0,test
4409014,step_3,0,test
4409389,start,0,test
4409389,step_1,0,test
4409593,start,1,test
4409593,step_1,0,test
4409593,step_2,0,test
4409593,step_3,0,test
4409692,start,1,test
4409692,step_1,1,test
4409692,step_2,0,test
4409692,step_3,0,test
4409752,start,0,test
4409752,step_1,0,test
4409752,step_2,0,test
4409752,step_3,0,test
4410485,start,0,test
4410485,step_1,0,test
4410485,step_2,0,test
4410485,step_3,0,test
4411115,start,2,test
4411115,step_1,0,test
4411132,start,1,test
4411132,step_1,1,test
4411132,step_2,1,test
4411132,step_3,0,test
4411400,start,2,test
4411400,step_1,2,test
4411400,step_2,2,test
4411400,step_3,1,test
4411825,start,0,test
4411825,step_1,0,test
4411825,step_2,0,test
4411825,step_3,0,test
4411900,start,1,test
4411900,step_1,1,test
4411900,step_2,0,test
4411900,step_3,0,test
4412020,start,1,test
4412020,step_1,0,test
4412023,start,5,test
4412023,step_1,1,test
4412023,step_2,0,test
4412028,start,1,test
4412028,step_1,1,test
4412028,step_2,0,test
4412028,step_3,0,test
4412635,step_1,3,test
4412635,step_2,2,test
4412635,start,1,test
4412635,step_3,1,test
4412923,start,0,test
4412923,step_1,0,test
4412923,step_2,0,test
4412923,step_3,0,test
4412954,start,4,test
4413114,start,2,test
4413114,step_2,2,test
4413114,step_1,1,test
4413135,start,0,test
4413135,step_1,0,test
4413135,step_2,0,test
4413135,step_3,0,test
4414176,start,0,test
4414176,step_1,0,test
4414176,step_2,0,test
4414176,step_3,0,test
4414915,start,0,test
4414915,step_1,0,test
4414915,step_2,0,test
4414915,step_3,0,test
4415530,start,3,test
4415530,step_1,3,test
4415530,step_2,1,test
4415801,start,0,test
4415801,step_1,0,test
4415801,step_2,0,test
4415801,step_3,0,test
4416570,start,2,test
4416570,step_1,1,test
4416570,step_2,0,test
4416570,step_3,0,test
4417192,start,0,test
4417192,step_1,0,test
4417192,step_2,0,test
4417192,step_3,0,test
4417332,start,2,test
4417332,step_1,1,test
4417332,step_2,1,test
4417332,step_3,1,test
4417464,start,0,test
4417464,step_1,0,test
4417464,step_2,0,test
4417464,step_3,0,test
4417494,start,0,test
4417494,step_1,0,test
4418079,start,0,test
4418079,step_1,0,test
4418079,step_2,0,test
4418079,step_3,0,test
4418447,start,0,test
4418447,step_1,0,test
4418447,step_2,0,test
4418447,step_3,0,test
4419768,start,3,test
4419768,step_1,0,test
4419768,step_2,0,test
4419768,step_3,0,test
4420194,start,0,test
4420194,step_1,0,test
4420194,step_2,0,test
4420194,step_3,0,test
4420306,start,0,test
4420306,step_1,0,test
4420306,step_2,0,test
4420306,step_3,0,test
4420710,start,4,test
4420710,step_1,2,test
4420710,step_2,0,test
4421155,start,0,test
4421155,step_1,0,test
4421155,step_2,0,test
4421155,step_3,0,test
4421346,step_1,1,test
4421346,step_2,1,test
4421346,start,0,test
4421346,step_3,0,test
4422352,start,0,test
4422352,step_1,0,test
4422352,step_2,0,test
4422352,step_3,0,test
4422462,start,0,test
4422462,step_1,0,test
4422811,start,3,test
4422811,step_1,0,test
4422811,step_2,0,test
4423720,start,1,test
4423720,step_1,1,test
4423720,step_2,0,test
4423720,step_3,0,test
4424366,start,0,test
4424366,step_1,0,test
4424366,step_2,0,test
4424366,step_3,0,test
4424485,start,3,test
4424485,step_1,1,test
4424485,step_2,0,test
4424908,start,0,test
4424908,step_1,0,test
4424908,step_2,0,test
4424908,step_3,0,test
4425409,start,0,test
4425409,step_1,0,test
4425409,step_2,0,test
4425409,step_3,0,test
4425819,start,0,test
4425819,step_1,0,test
4425819,step_2,0,test
4426701,start,2,test
4426751,start,0,test
4426751,step_1,0,test
4426751,step_2,0,test
4426751,step_3,0,test
4426831,start,0,test
4426831,step_1,0,test
4426831,step_2,0,test
4426831,step_3,0,test
4427193,step_1,2,test
4427193,start,0,test
4427193,step_2,0,test
4427256,start,1,test
4427256,step_1,0,test
4427256,step_2,0,test
4427256,step_3,0,test
4427449,start,1,test
4427457,start,0,test
4427457,step_1,0,test
4427457,step_2,0,test
4427477,start,2,test
4427477,step_1,2,test
4427477,step_2,0,test
4427477,step_3,0,test
4428013,start,0,test
4428013,step_1,0,test
4428013,step_2,0,test
4428013,step_3,0,test
4428660,start,0,test
4428660,step_1,0,test
4428660,step_2,0,test
4428660,step_3,0,test
4428731,start,0,test
