visit_id,time_elapsed,client_id,client_age,age_category
34904341_15319642508_393007,9.083333333333334,7158440,68.0,senior
34916469_16878767473_651610,2.4,6741642,61.0,senior
349281718_91334072933_643214,4.55,2386141,60.0,senior
349360315_59765060603_258061,2.533333333333333,4454345,18.0,young
349430857_74792466911_210471,19.7,4563768,79.0,senior
34945423_30587900837_182709,8.85,5622776,50.0,adult
34946879_65107638489_212832,2.65,5683659,57.0,adult
349513975_2347803914_589050,6.716666666666667,5604547,61.0,senior
349592973_60932812933_951089,4.0,981961,61.0,senior
349605997_77339711517_522643,5.683333333333334,7588400,38.0,adult
349711519_98764888792_801658,11.35,2638214,60.0,senior
349731127_88056824622_61187,4.816666666666666,5082039,39.0,adult
34974285_12103220690_665468,6.683333333333334,6754992,36.0,adult
349751288_4626234488_7147,7.7,8163068,56.0,adult
349829813_97017296246_923316,2.95,2791732,58.0,adult
349834644_29083324008_291184,17.55,5910645,60.0,senior
349988140_7197765177_7956,4.683333333333334,9902742,34.0,adult
350084372_70297512036_364393,2.6333333333333333,985843,24.0,young
350157056_77428126815_999939,1.8166666666666669,7851919,30.0,young
350176316_40282408741_24711,12.833333333333334,1897278,42.0,adult
350267619_21550226425_395536,6.5,8762335,44.0,adult
350403456_79893938385_124208,15.683333333333334,1430829,52.0,adult
350409645_32582584812_482918,16.366666666666667,7479732,67.0,senior
350491_83855711132_657678,3.2666666666666666,3210525,32.0,adult
350496278_61882411629_181138,4.5,2177970,48.0,adult
350621854_31029914161_261038,24.883333333333333,6114049,68.0,senior
350636612_7150043734_637510,4.983333333333333,2599844,64.0,senior
350641159_77926513744_562106,8.466666666666667,4311764,38.0,adult
350715989_74229455565_782229,1.7166666666666666,8074391,23.0,young
350778298_44302826828_207333,5.683333333333334,9591005,52.0,adult
350795624_41168235595_956007,6.466666666666667,985546,48.0,adult
350932019_50817423769_25889,7.033333333333333,9273414,42.0,adult
350943611_99775113226_154481,4.066666666666666,447439,64.0,senior
3509723_4659529918_334195,3.633333333333333,382734,62.0,senior
350984458_79362206442_293921,3.1,9027791,61.0,senior
350984739_39937946299_215065,4.466666666666667,2161378,58.0,adult
351139493_12485984169_160621,5.5,3404682,76.0,senior
351152697_13248565690_592203,6.016666666666667,2104456,40.0,adult
351207146_29108667286_318623,5.75,7026862,58.0,adult
351284749_4317075872_905623,3.35,6485924,64.0,senior
351303935_68493710943_687711,2.5166666666666666,8913318,31.0,young
351326128_53743653739_861048,1.1333333333333333,4434158,25.0,young
351406103_18408232028_728304,2.2,396523,40.0,adult
351444433_49073302132_618599,3.6166666666666663,99811,38.0,adult
35145761_68657210940_576606,2.033333333333333,790935,32.0,adult
351646059_1799675719_274968,14.666666666666666,9373489,58.0,adult
351704523_74575917273_468274,3.4166666666666665,5229511,48.0,adult
351751323_19475060351_991688,12.733333333333333,7477915,26.0,young
351777406_78456289337_700176,2.283333333333333,3816418,39.0,adult
351813760_31058610190_666526,3.8,1939574,50.0,adult
351918428_86519231187_357416,7.75,8276422,66.0,senior
35200027_22573431500_742238,15.266666666666667,3045158,60.0,senior
35202201_47428308835_373945,10.433333333333334,3647758,24.0,young
352026186_87524449621_278015,3.35,5581728,37.0,adult
352073761_13587012095_836440,1.15,8907499,36.0,adult
352095845_17746923287_265054,9.85,8355598,30.0,young
352102276_23070729400_51787,3.0166666666666666,3650185,32.0,adult
352266633_13070259654_745948,4.533333333333333,8794261,54.0,adult
352446848_48741985147_939878,2.7666666666666666,5630341,63.0,senior
352463521_37963551006_98740,2.3,4264493,22.0,young
352564163_94771429904_858002,6.533333333333333,1410032,48.0,adult
352755426_66578079181_601283,6.216666666666667,9651254,52.0,adult
352759394_96175921993_936465,5.633333333333334,1704336,50.0,adult
352789687_94791145087_118399,7.316666666666666,9764177,60.0,senior
35279244_51523661642_846591,3.0166666666666666,3260408,43.0,adult
352829091_48492601498_655096,2.35,274798,32.0,adult
352880766_9805344093_229724,3.05,839585,58.0,adult
352915240_49136236079_69064,5.866666666666666,6565725,54.0,adult
352985032_79732551350_701309,3.9,9740374,60.0,senior
353018366_32809439642_488152,3.6166666666666663,3338090,38.0,adult
353244492_61953698324_96897,3.633333333333333,7388571,38.0,adult
353258422_84152047433_522035,4.466666666666667,5763840,71.0,senior
353271930_61798450732_431934,1.9333333333333331,4026126,20.0,young
35329399_54534707032_661132,5.7,404861,36.0,adult
353323943_12954806578_290845,6.566666666666666,3732770,34.0,adult
353329246_7736081656_448052,1.4666666666666666,5210423,28.0,young
353408134_98087724756_209231,3.716666666666667,1335481,56.0,adult
353453162_83541630392_312536,2.25,6901150,20.0,young
353469509_4619911077_916369,5.283333333333333,580584,72.0,senior
353510218_27129542086_509664,18.266666666666666,1346743,64.0,senior
353542669_2973237155_468577,3.6166666666666663,8204634,30.0,young
353559134_89403773079_556873,4.783333333333333,3967891,45.0,adult
353599818_83132903831_916274,7.783333333333333,8927733,54.0,adult
353661828_22723623321_869250,8.066666666666666,5617630,29.0,young
35370473_30059651658_867402,2.15,4890753,34.0,adult
353707041_69129474907_695883,5.966666666666667,7470775,68.0,senior
353730180_23889192802_673068,1.7833333333333334,6049084,22.0,young
353798403_76690133741_271948,4.533333333333333,8815206,32.0,adult
353805253_66456552159_341995,3.283333333333333,3649658,60.0,senior
353857376_40119119928_914518,5.533333333333333,6748736,38.0,adult
353857472_45406448994_497408,6.583333333333333,1601079,30.0,young
353907984_99319787043_591785,1.2166666666666666,1238090,40.0,adult
353944108_23966878834_921840,12.033333333333331,8826419,32.0,adult
353971698_56174397781_764398,7.283333333333333,4024034,40.0,adult
354088865_79055895424_174004,1.6166666666666667,4643495,39.0,adult
354105574_40091270514_437488,5.216666666666667,8298599,58.0,adult
354106316_25273084258_726647,3.35,5377248,58.0,adult
354294094_17842087374_900846,2.2,9459281,60.0,senior
354322117_94963912770_206482,1.8,8093151,66.0,senior
35439850_53736489232_822492,1.8166666666666669,6631740,50.0,adult
354417302_3940748155_240225,11.45,5034090,80.0,senior
354449082_62107564656_521630,7.466666666666667,6065730,57.0,adult
354629142_78515999389_923593,12.933333333333334,1754536,24.0,young
35467031_18578833787_65778,4.4,2424440,42.0,adult
354749649_46998824423_500826,2.05,1425535,37.0,adult
354766474_50539223718_509726,3.466666666666667,693757,46.0,adult
354836383_85508408132_262505,2.0,5391356,33.0,adult
35484370_50978457447_625627,7.016666666666667,7294595,24.0,young
354990727_77019933371_980663,4.966666666666667,755807,66.0,senior
355027808_55841584230_693425,3.05,8031992,20.0,young
355029067_56123230680_689009,11.033333333333331,7529460,20.0,young
355041765_41988699423_308522,6.6,4055560,29.0,young
355108219_40745613335_8452,1.2666666666666666,480836,49.0,adult
355130949_42810574596_147603,3.8,7896159,76.0,senior
355152270_15285337261_189657,5.133333333333334,5334349,60.0,senior
355194887_79704969024_996349,1.7666666666666666,2671231,23.0,young
355218564_78621066558_902172,4.416666666666667,7567972,56.0,adult
355319563_99835668822_431494,5.85,8853128,40.0,adult
355444413_16568406116_592862,3.25,4329407,56.0,adult
355447570_36032583511_138187,9.35,5016208,60.0,senior
355532999_11303743221_86344,2.3833333333333333,8656670,43.0,adult
355764151_58028736740_653584,2.216666666666667,5581699,38.0,adult
355818787_37680482398_129387,6.65,5364720,56.0,adult
355820138_98503803775_543291,13.433333333333334,1725207,68.0,senior
355959775_83065596968_882227,2.5166666666666666,3467900,51.0,adult
356026254_21118359769_344969,10.65,8129727,49.0,adult
356038213_67606906192_673976,4.666666666666667,9750214,74.0,senior
356056546_84447787694_911692,3.25,1121924,28.0,young
356091979_3496462035_419562,2.3,5677350,38.0,adult
356202981_34738598831_981696,2.583333333333333,719719,34.0,adult
356214136_79246943927_917871,1.3166666666666669,1552420,34.0,adult
356319441_4216989202_126826,1.4666666666666666,2968638,34.0,adult
35644574_38523760790_371771,9.283333333333331,8512863,68.0,senior
35644824_51930125942_103191,5.2,7651296,56.0,adult
356508072_340498291_292785,7.5,5674698,26.0,young
356513479_30464783658_733897,12.116666666666667,5388818,57.0,adult
356566159_41005423248_44650,8.55,7068614,24.0,young
356606689_7582534379_941392,4.266666666666667,8431794,32.0,adult
356699907_86952637271_422460,8.383333333333333,9281679,68.0,senior
356714211_29747757662_156297,6.183333333333334,4699965,54.0,adult
356757203_23671253451_87044,5.366666666666666,7600180,42.0,adult
356899257_22584833435_987124,2.816666666666667,6261966,52.0,adult
356953590_33133277198_73904,3.533333333333333,6398341,34.0,adult
356971120_42487331082_90209,2.783333333333333,3469548,27.0,young
35702207_11602888639_816006,1.5166666666666666,5653497,62.0,senior
357029931_93607046031_753116,5.533333333333333,8955406,64.0,senior
357076683_39188151041_136812,13.0,6027107,58.0,adult
357082828_31294192192_603337,2.316666666666667,5596278,30.0,young
357201081_13460377408_666151,2.35,7285965,24.0,young
357459277_63176493361_86485,4.45,1244379,46.0,adult
357496465_97728107300_395954,8.633333333333333,6039880,34.0,adult
357609057_15468385531_272556,2.216666666666667,2896725,35.0,adult
357681268_67452206087_728425,5.616666666666666,1289596,48.0,adult
357703495_10822258533_16215,5.083333333333333,3994533,47.0,adult
357712611_64009521863_877579,5.983333333333333,58676,52.0,adult
357739191_1567958776_769549,1.7,2950065,60.0,senior
357865259_508754818_832956,3.85,84108,60.0,senior
357884880_17692770209_305064,7.9,6142623,62.0,senior
357889830_85136440749_463136,3.8,1658340,64.0,senior
357954993_54319380495_806034,11.15,2155956,57.0,adult
358051403_75716133302_991544,2.55,6735012,23.0,young
358123794_20451998981_28754,26.183333333333334,3718550,40.0,adult
358145410_97849180539_988312,2.283333333333333,302069,82.0,senior
358217364_97456490647_825280,3.316666666666667,6223007,26.0,young
358233029_88282892729_637986,5.066666666666666,430812,66.0,senior
358332976_29997244592_663778,3.583333333333333,7632853,44.0,adult
358389576_51100173121_657237,2.25,7879141,52.0,adult
358469007_54301968447_633727,31.016666666666666,2821740,27.0,young
358527491_65102152583_657145,6.416666666666667,1571508,66.0,senior
358708687_5922326150_604978,3.783333333333333,5189229,51.0,adult
358856483_55753493354_752299,7.266666666666667,3709151,46.0,adult
358929449_70627535671_896124,11.316666666666666,7323610,52.0,adult
359036438_31644524316_972732,3.216666666666667,1101457,63.0,senior
359049415_67906030079_465296,2.35,6958124,59.0,adult
359079053_15212708117_163185,4.3,5396631,62.0,senior
359118714_63333210213_184601,1.8833333333333333,5452512,45.0,adult
359159730_95870126122_700282,4.266666666666667,8849704,56.0,adult
359274017_47377450535_324766,4.55,1360607,76.0,senior
359307871_67005531407_59842,2.9,5829248,46.0,adult
359541395_31485134577_683747,2.45,8827639,28.0,young
359746456_89609879012_486826,5.2,9161222,58.0,adult
359751625_68247057638_409443,4.566666666666666,1008407,48.0,adult
359761976_67576249901_863936,3.316666666666667,1134427,50.0,adult
359797096_72415074971_421984,3.316666666666667,602591,46.0,adult
359810026_62236607829_99677,12.916666666666666,3608063,42.0,adult
359811686_27561252258_483566,5.133333333333334,6060991,32.0,adult
3598164_19263261263_648951,15.7,6717435,45.0,adult
359971597_832474441_982262,4.1,1646603,54.0,adult
359982028_42058580727_532363,16.6,5520576,75.0,senior
360054872_1707171834_987269,14.266666666666667,7758476,74.0,senior
360097853_2886233096_845635,1.7666666666666666,2359034,20.0,young
360144502_79881881541_907043,4.816666666666666,5942983,20.0,young
360147390_19361915121_112176,3.1166666666666667,9805367,31.0,young
360164997_48981108797_899671,21.1,1870340,62.0,senior
360226158_54904116091_701160,4.766666666666667,6233008,56.0,adult
360228897_18157155857_556182,8.1,2512075,52.0,adult
360342693_69908595287_915689,3.5,1900411,42.0,adult
360366976_29514109772_557174,27.5,8610616,40.0,adult
360411936_93314924398_519265,3.533333333333333,6768081,60.0,senior
360423458_76148687755_889308,1.8166666666666669,3786111,62.0,senior
360438255_71146353633_321935,1.9833333333333332,2103635,26.0,young
360480019_50263804395_500193,27.383333333333333,8593839,74.0,senior
360504923_18359208025_167944,6.016666666666667,9402268,52.0,adult
360566042_44964118103_913347,3.3666666666666667,9494972,62.0,senior
360681887_46487548741_516418,2.8833333333333333,5960932,32.0,adult
360873056_57511519002_920481,16.1,9202764,57.0,adult
360875446_17179978548_556299,3.6,9643123,62.0,senior
360889754_17418023733_620304,24.65,8383721,54.0,adult
36091059_70386036938_289252,1.2666666666666666,1681595,51.0,adult
360916128_1421706932_661823,2.2333333333333334,2337961,42.0,adult
36092209_19584568598_332242,4.183333333333334,2674901,36.0,adult
360987859_30233654609_928854,18.183333333333334,6674079,72.0,senior
361022170_89292030076_893941,3.283333333333333,3423318,62.0,senior
361030868_8622455510_440847,3.8,9147181,27.0,young
361077964_73259904184_190415,3.0166666666666666,694911,52.0,adult
361120539_31408394371_140377,3.283333333333333,672827,34.0,adult
361131527_93212007354_591514,5.133333333333334,3841270,48.0,adult
361188663_49223353662_507258,34.65,588240,60.0,senior
361216722_45037688753_774330,4.283333333333333,6526701,52.0,adult
361396973_11667537159_703197,2.65,2692189,50.0,adult
361434257_88651458874_606996,1.9833333333333332,5600574,30.0,young
361502999_97665495096_441744,11.016666666666667,1600544,60.0,senior
361641116_27405962239_730278,4.266666666666667,8067039,30.0,young
36174238_98871364034_584735,7.333333333333333,4835403,56.0,adult
361956812_35822130107_210159,3.9166666666666665,20537,74.0,senior
361974532_49680420355_817916,2.9833333333333334,7728491,56.0,adult
362032494_36291334893_363174,3.7666666666666666,4849787,40.0,adult
362320601_51521061403_267328,4.516666666666667,6199818,46.0,adult
362321190_25111612514_77940,7.85,1972845,52.0,adult
362340726_91496246548_690227,1.5,8705202,64.0,senior
36237674_7802115412_738223,2.316666666666667,1092660,70.0,senior
362402554_19725948743_435444,6.333333333333333,9302194,41.0,adult
362410763_9678524873_539260,3.6166666666666663,2844725,22.0,young
362421897_92493345814_470335,4.033333333333333,4158404,40.0,adult
362743856_34753638262_699692,3.6,1579308,42.0,adult
362811210_69850835665_201489,2.45,3233489,38.0,adult
36300999_77035495952_418520,1.7,9928778,30.0,young
363075269_38212598844_333263,16.733333333333334,3416474,57.0,adult
363080872_59460159843_284992,4.066666666666666,5300015,62.0,senior
363169472_41607634926_408224,8.3,5866797,46.0,adult
363283659_55951730025_303102,3.95,1337947,64.0,senior
363308567_76937142697_717421,1.2333333333333334,9434151,38.0,adult
363402029_50853054903_469375,4.5,4165094,39.0,adult
363452881_58892616419_563408,6.4,7297248,62.0,senior
363480852_10220678729_593468,9.766666666666667,5979445,65.0,senior
363484883_26328068164_665098,2.816666666666667,8058029,28.0,young
363561323_1665887703_515355,3.8333333333333335,3195151,66.0,senior
363565649_34903609134_392547,5.366666666666666,8849456,46.0,adult
363688460_56519377352_994946,4.483333333333333,5705673,44.0,adult
363706142_93841643312_110366,4.15,6756354,68.0,senior
363822806_94939393101_892356,1.0166666666666666,8804260,26.0,young
363881355_93706242467_254887,5.45,2512607,57.0,adult
363931538_52944040454_679491,10.55,1724834,56.0,adult
364251325_74133007239_663108,2.1,5624983,40.0,adult
364368878_42384260425_829875,2.433333333333333,4115939,36.0,adult
364477058_96710731132_988656,18.95,5396257,56.0,adult
364483903_17289222025_421211,7.266666666666667,8926765,64.0,senior
364539021_69948801525_636114,5.1,1734560,30.0,young
364600176_73107711676_256667,5.25,1597306,54.0,adult
364608270_81438533272_205152,4.65,9253588,52.0,adult
364711336_36795539150_990027,3.1666666666666665,5927068,24.0,young
364790737_55540457302_3934,4.233333333333333,6444330,58.0,adult
364791430_55699278815_2259,5.6,3856683,26.0,young
364798763_49469418465_468915,9.133333333333333,6120460,62.0,senior
364806230_36023975452_732753,5.733333333333333,3985654,48.0,adult
364927748_99171262446_525749,3.983333333333333,2894996,50.0,adult
364928209_29389365650_689201,10.283333333333331,971530,38.0,adult
364986082_93535470415_311344,5.45,590547,48.0,adult
365113561_37893482463_239761,14.416666666666666,1056766,52.0,adult
365236256_50436531844_296700,9.033333333333331,6097361,60.0,senior
365257171_4694953466_500596,14.816666666666666,8311234,38.0,adult
365272548_35242061271_636650,6.666666666666667,8255460,56.0,adult
365404828_47056599714_309757,7.25,925305,44.0,adult
365505533_99380406096_381673,1.5833333333333333,4263526,34.0,adult
365587953_80906942728_558010,3.15,9735061,30.0,young
365730122_35126642382_334316,3.1,3459755,28.0,young
365832043_40459731933_675266,2.7,6018149,28.0,young
36592267_33400930889_344628,8.45,5479150,68.0,senior
366115274_4919888970_55576,7.183333333333334,1786877,54.0,adult
366135500_68023479380_922316,16.966666666666665,5090382,50.0,adult
366138028_14649771974_858410,3.7,5226970,28.0,young
366227791_67239965062_632073,4.8,2498729,58.0,adult
366279520_56153876029_149000,12.116666666666667,6354599,46.0,adult
366319952_27082146057_376023,3.75,9238418,70.0,senior
366332347_93198271879_914120,21.35,6314966,68.0,senior
366535597_25621743040_878336,20.08333333333333,7064582,48.0,adult
3666081_34146400304_67353,4.483333333333333,8247035,44.0,adult
366615325_44098240249_511468,4.7,3665399,74.0,senior
366656031_34009813011_930602,3.333333333333333,3831213,32.0,adult
366706013_51303681569_950850,6.283333333333333,4211028,60.0,senior
366752657_83047900994_20256,8.716666666666667,9072929,54.0,adult
366941138_93984597929_204765,7.583333333333333,4722457,44.0,adult
366946591_55620384202_912535,4.883333333333334,8938706,64.0,senior
366996427_23038308966_42368,18.316666666666663,3792840,70.0,senior
366997334_2458233182_404353,5.883333333333334,4833921,44.0,adult
367005660_17108734657_710529,1.8666666666666667,4958552,46.0,adult
367058140_27260371968_895513,2.6,6233051,54.0,adult
367071833_61118287547_470801,10.3,8430107,48.0,adult
367211547_18760142684_867611,4.083333333333333,5823625,48.0,adult
367241434_54458679805_284343,26.98333333333333,3987597,70.0,senior
367269173_45537431991_776438,6.733333333333333,7474517,52.0,adult
367282739_69419222137_997306,11.1,5810345,58.0,adult
367297067_2523554575_209216,2.2,612481,44.0,adult
367343727_41834214381_263926,39.41666666666666,4605889,37.0,adult
367384683_54696942984_511717,8.483333333333333,5376682,50.0,adult
367469267_81763351891_36268,4.316666666666666,3286441,18.0,young
367509722_78188854157_592940,11.066666666666666,9793340,42.0,adult
367601367_92295615822_748759,4.25,9440940,46.0,adult
367618575_46359358611_958223,12.9,7190805,84.0,senior
36770407_82705775784_638444,0.9,8565287,28.0,young
367795486_12720175543_241368,3.066666666666667,3083985,70.0,senior
367801603_69636805305_879121,1.4833333333333334,2831475,68.0,senior
36781472_92918777980_887454,9.116666666666667,1145419,58.0,adult
367867312_25763436646_272957,9.25,5550353,30.0,young
36792086_54607201971_366677,3.433333333333333,8618682,62.0,senior
367923334_85460784519_556116,5.6,3639453,36.0,adult
367999113_85932487000_399138,7.833333333333333,9765552,66.0,senior
368060471_74434507729_719742,4.283333333333333,5166587,26.0,young
368242653_13691815441_813280,12.916666666666666,3577586,58.0,adult
368264252_43827505345_511343,9.783333333333331,2937724,40.0,adult
368337430_39470733641_245241,3.1666666666666665,8525671,34.0,adult
368433045_40876288318_939408,7.083333333333333,2227231,44.0,adult
368606605_21951059786_941050,6.316666666666666,1542714,52.0,adult
36872498_5734634513_549916,2.8666666666666667,9559072,26.0,young
368834394_78214636226_608400,2.85,7222841,54.0,adult
368925146_6910639979_758475,17.883333333333333,7977593,65.0,senior
369052165_89994323947_201575,2.7,3088104,40.0,adult
369129508_98314584228_871855,2.9833333333333334,2864415,40.0,adult
369158313_98482993800_808085,16.566666666666666,8616749,30.0,young
369186087_83594195528_678896,9.25,9933766,32.0,adult
369301215_61088009216_32855,5.766666666666667,2463601,60.0,senior
369363324_97828038084_863993,5.05,9281938,82.0,senior
36940909_5708170050_12582,11.05,426432,58.0,adult
369493406_52443644422_603921,1.75,209511,36.0,adult
369546638_29756310112_913757,3.2666666666666666,3714922,31.0,young
369547415_22653405143_545087,2.333333333333333,9533955,30.0,young
369576572_8709428803_117178,3.216666666666667,2456828,62.0,senior
369600002_24972157410_58363,4.966666666666667,574136,42.0,adult
369614992_24027941826_287198,1.4833333333333334,216445,56.0,adult
369648504_14495398108_910107,4.583333333333333,4003764,36.0,adult
369671340_92899023278_739237,2.6,1689519,24.0,young
36974714_40742979924_403697,2.1166666666666667,6685212,32.0,adult
369762530_84243629705_998345,10.25,652990,34.0,adult
369851385_87900869432_263965,6.366666666666666,7170156,58.0,adult
36992090_62291200490_440824,6.783333333333333,2566413,62.0,senior
369946006_56798452658_587606,13.416666666666666,8838610,74.0,senior
369950422_59492413361_745770,6.633333333333334,312984,66.0,senior
369958594_1692467324_261637,4.75,8170143,70.0,senior
370022516_89398365945_980637,4.933333333333334,5347616,66.0,senior
370134820_3290868032_786971,3.4,9386619,62.0,senior
370195716_35250829997_289584,2.316666666666667,3817959,23.0,young
370242884_21099040663_825642,2.4166666666666665,7100335,24.0,young
370314910_17280160239_102609,11.466666666666669,7525142,68.0,senior
370370769_42766281514_413266,2.683333333333333,7193174,62.0,senior
370413848_60527755770_630616,2.1333333333333333,7654412,39.0,adult
370433276_58726668409_170437,11.416666666666666,4112213,30.0,young
370472276_1959268685_656624,5.666666666666667,7151107,78.0,senior
370667734_89672316697_346011,11.05,4936729,68.0,senior
370711103_36338123630_404759,4.633333333333334,7218675,41.0,adult
370718337_14170046633_855216,2.45,7894096,49.0,adult
37080658_6402203965_320107,9.15,4799453,63.0,senior
370872849_21770467461_2104,1.3166666666666669,8315340,29.0,young
370896930_71475281193_879849,4.433333333333334,3664748,38.0,adult
370927002_9186816838_412504,2.4166666666666665,3899244,26.0,young
37095748_33315946694_816853,1.8666666666666667,7582150,32.0,adult
371062691_1216767979_96419,6.583333333333333,2207194,48.0,adult
371083602_39961154568_331128,4.466666666666667,5157060,59.0,adult
371114427_13267223077_684067,4.066666666666666,775176,52.0,adult
371127512_44151594366_25854,2.933333333333333,1715432,57.0,adult
371135249_67439750749_120623,2.783333333333333,2220892,41.0,adult
371139100_46395937960_392811,2.2333333333333334,391025,84.0,senior
371140861_73370980522_785495,5.216666666666667,8291632,62.0,senior
371191839_70728460334_237601,1.6,9123885,24.0,young
371233983_81857872306_873827,1.7,556786,42.0,adult
37124644_70628453981_196426,2.6,361484,30.0,young
371294019_35315543487_154605,3.316666666666667,7605451,44.0,adult
371308435_52353408263_598666,7.733333333333333,589815,34.0,adult
371388293_85001014737_49226,3.2333333333333334,2724633,70.0,senior
371496933_97775780454_90487,4.6,3412832,25.0,young
371555504_15189301605_774204,4.516666666666667,2805354,48.0,adult
371602555_1688222718_795094,21.85,2738051,62.0,senior
371613091_71732373000_151850,4.05,7395738,58.0,adult
371722665_96069975375_853701,4.15,5978090,30.0,young
371744257_84106211258_833571,1.0666666666666669,5663820,31.0,young
371766203_37719188426_548048,7.0,2747302,28.0,young
371938665_92596141646_958406,4.916666666666667,9791481,44.0,adult
371968407_45329029456_828758,3.683333333333333,8409579,70.0,senior
372157003_6486904688_301435,1.75,177876,20.0,young
372249569_16285154444_309361,4.583333333333333,4488611,66.0,senior
372420647_22907181640_943982,1.4833333333333334,650791,32.0,adult
37252809_98528136623_956639,9.016666666666667,1132005,32.0,adult
372652311_57192440325_581022,4.9,4271845,40.0,adult
372783423_81799283275_806838,4.066666666666666,4784980,62.0,senior
372825156_76648242814_681420,1.4666666666666666,6043294,29.0,young
372827183_98218130516_719216,3.4833333333333334,239772,32.0,adult
372848838_26065165663_415154,3.783333333333333,24710,49.0,adult
372849873_49546800194_919121,3.1166666666666667,9634041,59.0,adult
372981234_68216375103_207118,3.8666666666666663,5891447,22.0,young
373127602_90610678406_191728,2.2333333333333334,1830719,43.0,adult
373161489_20311310307_645062,3.583333333333333,5205973,48.0,adult
373185449_67315775694_423015,2.05,3640372,56.0,adult
373221896_99384573795_667970,11.283333333333331,8922549,72.0,senior
373273896_35864101866_289421,10.8,4485249,58.0,adult
373327411_3985874889_864776,6.1,3122539,56.0,adult
37337807_23736246161_839553,3.8,8841258,30.0,young
373469869_58743723795_922372,2.6333333333333333,6944107,42.0,adult
373472048_68875291307_520013,2.75,9107161,60.0,senior
373486549_99146563279_337554,9.7,9090172,56.0,adult
373490931_75666032099_462402,3.65,7871152,20.0,young
373576247_23929398114_729941,8.1,3821765,48.0,adult
373629897_53511989087_921835,11.516666666666667,9404516,30.0,young
37367307_27833667794_108244,2.65,3836344,34.0,adult
373703770_63129435711_224291,4.6,8872815,26.0,young
37371450_76364434859_688031,1.95,7009824,29.0,young
37387247_62904300876_967220,4.55,1955550,50.0,adult
373940789_95103165990_148506,4.183333333333334,8087799,66.0,senior
373945343_82293999947_275079,3.783333333333333,7335101,67.0,senior
374084066_73390951926_554730,11.183333333333334,9408108,24.0,young
37413724_14476655029_823213,2.583333333333333,5744690,24.0,young
374168765_89421696589_873021,9.216666666666669,7836881,76.0,senior
374232917_87733253562_465538,2.8666666666666667,7561139,40.0,adult
374357622_14109993096_681400,20.116666666666667,7230704,54.0,adult
374634994_76189337633_257210,18.6,428485,43.0,adult
3747363_17823123682_597022,1.3166666666666669,8645179,48.0,adult
374884345_37268304042_14131,12.516666666666667,4491046,38.0,adult
374886802_10488087943_318456,1.9666666666666663,6800204,22.0,young
374926108_41256661629_933382,9.133333333333333,8984143,40.0,adult
374933381_20746554203_142533,7.216666666666667,3508086,24.0,young
374956222_94875287966_915129,12.816666666666666,2483614,36.0,adult
375010051_9958050139_224161,2.6166666666666667,3633303,54.0,adult
375180931_93468807569_788089,10.916666666666666,8947199,64.0,senior
375236347_45400324994_602376,9.5,7053498,25.0,young
375314314_75762707471_203566,1.8333333333333333,3952291,34.0,adult
375325568_41798990854_798932,1.9166666666666667,4908946,28.0,young
375339667_59298251172_846019,3.583333333333333,5468082,40.0,adult
375361978_69008121170_414189,2.083333333333333,7596048,44.0,adult
375525954_87709567108_742885,5.033333333333333,170895,50.0,adult
375530654_50688272562_303352,3.45,9659067,42.0,adult
37556175_95163633171_659540,5.033333333333333,6284055,38.0,adult
375790041_16368113102_416671,7.2,7701085,54.0,adult
375797316_14078900938_642845,7.466666666666667,3773376,38.0,adult
375807628_61860566509_437439,7.416666666666667,3828351,68.0,senior
375825607_98177521530_180157,4.5,6421570,32.0,adult
375921869_70238076704_102664,10.9,6826954,42.0,adult
375926333_63164454184_979405,2.55,4648093,30.0,young
375953946_35421714024_489043,2.533333333333333,6134898,40.0,adult
375954094_57317075689_409649,9.333333333333334,7433467,52.0,adult
376112582_80284091730_603020,17.533333333333335,8307059,64.0,senior
376137238_91545013152_544274,5.233333333333333,4943084,48.0,adult
376296706_33082512865_16817,2.833333333333333,3524846,28.0,young
376330472_65092589704_632314,1.9166666666666667,9215075,46.0,adult
376385234_95557629697_33018,11.15,5626616,60.0,senior
376563350_73478205137_304469,1.8,6923539,74.0,senior
376585029_92530793822_24477,3.566666666666667,847857,42.0,adult
376620820_14547668180_459315,0.9166666666666666,497986,39.0,adult
376637676_74835828353_327641,5.733333333333333,5308892,68.0,senior
376650232_56187471836_647306,8.35,2830142,66.0,senior
376650249_18502734690_944170,1.8333333333333333,6976946,20.0,young
376716893_59442624865_148720,1.65,1782307,64.0,senior
376879435_81748069906_515112,4.883333333333334,5220791,50.0,adult
376962109_6690552164_831556,1.6833333333333331,8418536,44.0,adult
377002499_85033448760_86679,3.6,9456356,60.0,senior
377036772_91699958593_986529,14.216666666666669,1138609,62.0,senior
377110282_68595370304_314656,4.083333333333333,550953,56.0,adult
377114793_36260070069_540504,17.15,9708352,20.0,young
377186027_58147551768_225135,7.4,2753144,46.0,adult
377302317_99677752610_995180,2.1333333333333333,1348378,41.0,adult
377406469_43318384164_507735,2.85,2177777,30.0,young
377453339_14096730400_360476,8.333333333333334,2406021,49.0,adult
377674376_94657113455_978924,8.133333333333333,8390041,50.0,adult
37767851_77671778298_584862,1.65,8629781,42.0,adult
377701078_14197592520_320968,12.533333333333331,348355,38.0,adult
377725683_64629784602_263932,3.3833333333333333,8339083,61.0,senior
377740866_50033323811_870849,3.15,8438448,56.0,adult
